student_email,course_id,sec_no,exam_no,grades
mg7641@nittany.edu,CMPEN362,1,1,63
mg7641@nittany.edu,CMPEN351,1,1,86
mg7641@nittany.edu,CHEM112,2,1,75
mg7684@nittany.edu,CHEM111,1,1,94
mg8396@nittany.edu,CMPSC475,2,1,100
mg8396@nittany.edu,DS220,1,1,65
mg8396@nittany.edu,ECON102,1,1,93
mg8505@nittany.edu,CHEM112,2,1,97
mg8505@nittany.edu,EE212,1,1,87
mg8599@nittany.edu,IST128,2,1,72
mg8599@nittany.edu,CHEM111,1,1,63
mg8599@nittany.edu,ECON102,1,1,63
mh2194@nittany.edu,DS120,2,1,63
mh2194@nittany.edu,CMPEN351,1,1,96
mh2194@nittany.edu,CMPEN270,2,1,61
mh2221@nittany.edu,PHYS211,2,1,60
mh2221@nittany.edu,CMPEN331,2,1,62
mh3437@nittany.edu,EE311,1,1,60
mh3437@nittany.edu,EE212,2,1,100
mh3437@nittany.edu,CMPSC461,1,1,96
mh4972@nittany.edu,CMPSC475,1,1,99
mh4972@nittany.edu,CMPEN270,1,1,60
mh8661@nittany.edu,ECON102,1,1,77
mh8661@nittany.edu,ECON201,2,1,84
mh9005@nittany.edu,CSE543,2,1,79
mh9005@nittany.edu,CMPSC360,1,1,73
mh9954@nittany.edu,EE211,1,1,89
mh9954@nittany.edu,CMPSC475,1,1,84
mh9954@nittany.edu,PHYS213,1,1,81
mi2648@nittany.edu,CMPSC465,2,1,69
mi2648@nittany.edu,DS120,2,1,86
mi2648@nittany.edu,PHYS213,2,1,82
mi6642@nittany.edu,PHYS213,2,1,66
mi6642@nittany.edu,CSE543,2,1,91
mj1117@nittany.edu,ECON101,1,1,91
mj1117@nittany.edu,MATH141,2,1,61
mj1523@nittany.edu,CMPEN351,2,1,71
mj1523@nittany.edu,CHEM110,1,1,75
mj1523@nittany.edu,CMPEN270,1,1,96
mj1770@nittany.edu,DS120,2,1,79
mj1770@nittany.edu,CHEM111,1,1,92
mj1770@nittany.edu,CHEM110,1,1,76
mj1886@nittany.edu,MATH141,2,1,75
mj1886@nittany.edu,CMPEN331,2,1,62
mj1886@nittany.edu,STAT319,2,1,61
mj2446@nittany.edu,CHEM111,2,1,83
mj2446@nittany.edu,ECON201,1,1,77
mj2446@nittany.edu,EE211,1,1,77
mj4880@nittany.edu,STAT319,2,1,66
mj4880@nittany.edu,EE311,1,1,83
mj4880@nittany.edu,CMPEN331,2,1,92
mj5224@nittany.edu,STAT415,1,1,86
mj5224@nittany.edu,CMPSC221,1,1,97
mj5914@nittany.edu,PHYS212,2,1,95
mj5914@nittany.edu,CMPEN441,1,1,96
mj5914@nittany.edu,MATH230,1,1,99
mj6359@nittany.edu,PHYS211,2,1,71
mj6359@nittany.edu,CMPSC448,1,1,62
mj6957@nittany.edu,IST128,2,1,98
mj7408@nittany.edu,CMPEN351,2,1,83
mj7408@nittany.edu,CMPSC448,2,1,99
mj8109@nittany.edu,EE352,1,1,63
mj8109@nittany.edu,MATH231,2,1,89
mj8109@nittany.edu,CSE583,1,1,64
mj8696@nittany.edu,CMPEN270,2,1,64
mj8696@nittany.edu,ECON201,1,1,89
mj8696@nittany.edu,MATH141,1,1,81
mj9296@nittany.edu,EE212,2,1,80
mj9296@nittany.edu,CMPSC475,1,1,96
mj9296@nittany.edu,EE352,2,1,87
mj9606@nittany.edu,CHEM112,2,1,79
mj9606@nittany.edu,EE352,1,1,86
mk1572@nittany.edu,ECON102,1,1,81
mk1572@nittany.edu,STAT318,1,1,82
mk1572@nittany.edu,CMPEN441,2,1,81
mk1676@nittany.edu,EE311,1,1,81
mk1676@nittany.edu,STAT318,1,1,79
mk1676@nittany.edu,CMPEN411,2,1,72
mk2051@nittany.edu,CMPSC311,1,1,64
mk2051@nittany.edu,EE330,1,1,97
mk2051@nittany.edu,EE353,1,1,99
mk2377@nittany.edu,CMPSC448,1,1,77
mk2377@nittany.edu,CMPSC461,2,1,66
mk2377@nittany.edu,CMPSC360,1,1,75
mk3204@nittany.edu,STAT319,1,1,94
mk3204@nittany.edu,ECON101,1,1,94
mk3204@nittany.edu,CMPSC461,1,1,85
mk4451@nittany.edu,IST128,2,1,63
mk4451@nittany.edu,CHEM110,2,1,72
mk4451@nittany.edu,CSE583,2,1,70
mk4648@nittany.edu,CSE543,1,1,70
mk4648@nittany.edu,EE353,2,1,82
mk5190@nittany.edu,CMPEN411,2,1,99
mk5190@nittany.edu,IST110,2,1,64
mk5190@nittany.edu,EE352,1,1,86
mk7105@nittany.edu,CMPSC132,1,1,70
mk7105@nittany.edu,EE311,2,1,96
mk7105@nittany.edu,IST128,1,1,62
mk7773@nittany.edu,EE330,1,1,88
mk7773@nittany.edu,CHEM112,2,1,93
mk7773@nittany.edu,EE211,2,1,83
mk8847@nittany.edu,MATH140,2,1,88
mk8847@nittany.edu,MATH141,2,1,94
ml1743@nittany.edu,PHYS213,1,1,79
ml1743@nittany.edu,CSE583,2,1,100
ml1743@nittany.edu,CHEM112,1,1,61
ml3983@nittany.edu,CMPSC461,1,1,65
ml3983@nittany.edu,CMPSC311,1,1,90
ml5064@nittany.edu,STAT318,1,1,64
ml5064@nittany.edu,CHEM110,2,1,94
ml5786@nittany.edu,CMPSC461,1,1,63
ml5786@nittany.edu,PHYS212,2,1,61
ml5786@nittany.edu,PHYS213,1,1,85
ml5796@nittany.edu,MATH141,1,1,86
ml5796@nittany.edu,EE330,2,1,85
ml5796@nittany.edu,CMPSC448,1,1,99
ml6213@nittany.edu,CMPSC431W,2,1,74
ml6213@nittany.edu,ECON102,2,1,91
ml6213@nittany.edu,MATH230,2,1,76
ml7288@nittany.edu,IST128,1,1,94
ml7288@nittany.edu,CMPSC131,1,1,98
ml7288@nittany.edu,PHYS213,1,1,89
ml7753@nittany.edu,CMPEN431,2,1,69
ml7753@nittany.edu,CMPSC448,2,1,78
ml7975@nittany.edu,CSE543,1,1,86
ml7975@nittany.edu,CHEM110,2,1,100
ml8317@nittany.edu,MATH141,1,1,91
ml8317@nittany.edu,IST128,1,1,68
ml8317@nittany.edu,CMPSC465,1,1,92
ml9111@nittany.edu,DS220,2,1,86
ml9111@nittany.edu,EE211,2,1,82
ml9111@nittany.edu,PHYS213,1,1,85
mm1324@nittany.edu,STAT319,1,1,91
mm1324@nittany.edu,MATH141,2,1,78
mm1324@nittany.edu,PHYS213,2,1,91
mm1660@nittany.edu,CMPSC131,1,1,98
mm1660@nittany.edu,CMPSC221,1,1,90
mm1660@nittany.edu,CMPSC360,1,1,92
mm2047@nittany.edu,CMPEN270,1,1,64
mm2047@nittany.edu,CMPEN351,2,1,79
mm2047@nittany.edu,CMPSC461,1,1,85
mm2976@nittany.edu,STAT415,1,1,85
mm2976@nittany.edu,PHYS214,2,1,87
mm2976@nittany.edu,CMPSC311,2,1,81
mm3162@nittany.edu,CMPSC448,2,1,91
mm3162@nittany.edu,ECON102,1,1,69
mm3162@nittany.edu,EE210,2,1,98
mm4674@nittany.edu,EE353,1,1,70
mm4674@nittany.edu,MATH141,2,1,79
mm4674@nittany.edu,MATH231,2,1,87
mm6107@nittany.edu,ECON201,1,1,97
mm6107@nittany.edu,STAT319,1,1,95
mm6107@nittany.edu,CMPEN441,1,1,92
mm6682@nittany.edu,CMPSC131,2,1,65
mm6682@nittany.edu,CMPEN441,1,1,67
mm6682@nittany.edu,CMPEN270,2,1,70
mm7898@nittany.edu,STAT319,2,1,64
mm7898@nittany.edu,CMPSC461,2,1,68
mm7898@nittany.edu,DS220,1,1,78
mm8916@nittany.edu,EE212,1,1,70
mm8916@nittany.edu,CMPEN351,1,1,79
mm8916@nittany.edu,PHYS211,2,1,94
mm9332@nittany.edu,STAT318,2,1,66
mm9332@nittany.edu,DS220,2,1,79
mm9624@nittany.edu,CHEM110,2,1,61
mm9624@nittany.edu,PHYS211,1,1,66
mm9659@nittany.edu,CMPSC475,1,1,91
mm9659@nittany.edu,CMPSC360,2,1,94
mm9659@nittany.edu,EE353,1,1,78
mn1003@nittany.edu,EE311,2,1,89
mn1003@nittany.edu,CMPEN411,2,1,67
mn1003@nittany.edu,IST128,1,1,89
mn1239@nittany.edu,PHYS211,2,1,75
mn1239@nittany.edu,CHEM111,1,1,75
mn1239@nittany.edu,PHYS212,2,1,90
mn2842@nittany.edu,CMPEN331,1,1,77
mn2842@nittany.edu,EE353,1,1,97
mn2842@nittany.edu,PHYS212,2,1,82
mn2870@nittany.edu,IST110,2,1,87
mn2870@nittany.edu,CMPSC448,1,1,78
mn2870@nittany.edu,CMPSC311,1,1,95
mn6721@nittany.edu,EE211,2,1,60
mn6721@nittany.edu,MATH230,1,1,92
mn6721@nittany.edu,CMPSC311,2,1,73
mn6897@nittany.edu,CMPEN431,1,1,60
mn6897@nittany.edu,IST110,1,1,86
mn9410@nittany.edu,CMPEN351,2,1,90
mn9410@nittany.edu,CMPSC475,2,1,100
mn9410@nittany.edu,PHYS213,1,1,76
mo1186@nittany.edu,ECON101,2,1,85
mo1186@nittany.edu,EE311,1,1,64
mo1186@nittany.edu,CMPSC311,1,1,74
mo1767@nittany.edu,CSE583,1,1,61
mo1767@nittany.edu,MATH230,1,1,72
mo1767@nittany.edu,PHYS213,1,1,94
mo2344@nittany.edu,ECON201,2,1,78
mo2344@nittany.edu,CMPSC131,2,1,87
mo2344@nittany.edu,ECON101,2,1,80
mo4621@nittany.edu,STAT319,1,1,96
mo4621@nittany.edu,CHEM111,1,1,88
mo4621@nittany.edu,CMPSC360,2,1,97
mo9119@nittany.edu,CHEM112,1,1,66
mo9119@nittany.edu,CSE583,2,1,72
mo9119@nittany.edu,PHYS213,2,1,61
mp4954@nittany.edu,CMPSC431W,1,1,63
mp4954@nittany.edu,CMPSC448,1,1,67
mp4954@nittany.edu,EE330,1,1,86
mp5777@nittany.edu,EE210,1,1,95
mp5777@nittany.edu,STAT415,2,1,67
mp5777@nittany.edu,CMPSC465,1,1,94
mp5980@nittany.edu,PHYS211,2,1,88
mp5980@nittany.edu,EE212,1,1,99
mp5980@nittany.edu,CMPSC475,2,1,100
mp7693@nittany.edu,CMPSC465,1,1,92
mp7693@nittany.edu,CMPEN331,2,1,88
mp7693@nittany.edu,CSE583,2,1,77
mp7952@nittany.edu,EE320,1,1,88
mp7952@nittany.edu,EE353,2,1,84
mp8264@nittany.edu,CMPSC311,2,1,98
mp8264@nittany.edu,CMPEN270,2,1,66
mp8264@nittany.edu,PHYS212,1,1,87
mp8748@nittany.edu,CMPSC360,1,1,85
mp8748@nittany.edu,CMPEN431,2,1,60
mp8748@nittany.edu,MATH231,1,1,99
mr1020@nittany.edu,CMPSC465,2,1,92
mr1020@nittany.edu,EE211,2,1,89
mr1020@nittany.edu,CMPEN351,2,1,73
mr1462@nittany.edu,PHYS213,1,1,96
mr1462@nittany.edu,STAT319,2,1,79
mr1462@nittany.edu,CMPEN431,2,1,71
mr1874@nittany.edu,CHEM110,2,1,78
mr1874@nittany.edu,CMPEN441,2,1,64
mr1874@nittany.edu,ECON102,2,1,100
mr2329@nittany.edu,PHYS213,2,1,63
mr2329@nittany.edu,MATH141,1,1,64
mr2329@nittany.edu,ECON201,1,1,96
mr2575@nittany.edu,ECON102,2,1,82
mr2575@nittany.edu,EE311,1,1,99
mr2575@nittany.edu,MATH231,2,1,63
mr3116@nittany.edu,CHEM111,2,1,97
mr3116@nittany.edu,CMPEN351,1,1,99
mr3131@nittany.edu,EE210,1,1,98
mr3131@nittany.edu,ECON101,2,1,99
mr3131@nittany.edu,CMPSC311,1,1,84
mr3369@nittany.edu,ECON201,2,1,87
mr3369@nittany.edu,CHEM112,2,1,98
mr3369@nittany.edu,DS220,1,1,68
mr3556@nittany.edu,EE320,2,1,94
mr3556@nittany.edu,MATH230,2,1,82
mr3556@nittany.edu,CMPEN431,2,1,77
mr4635@nittany.edu,EE330,1,1,61
mr4635@nittany.edu,CMPEN411,2,1,89
mr4635@nittany.edu,EE320,2,1,90
mr4981@nittany.edu,STAT319,1,1,85
mr4981@nittany.edu,CMPSC221,2,1,90
mr4981@nittany.edu,CMPSC461,1,1,85
mr5319@nittany.edu,CMPEN441,1,1,79
mr5319@nittany.edu,PHYS214,2,1,68
mr5319@nittany.edu,STAT319,1,1,91
mr5565@nittany.edu,EE311,2,1,83
mr5565@nittany.edu,EE353,1,1,80
mr5670@nittany.edu,CMPSC431W,1,1,64
mr5670@nittany.edu,PHYS211,2,1,74
mr5670@nittany.edu,EE211,2,1,81
mr5864@nittany.edu,CMPSC465,1,1,75
mr5864@nittany.edu,ECON102,2,1,93
mr5864@nittany.edu,CHEM110,1,1,88
mr6639@nittany.edu,STAT319,1,1,85
mr6639@nittany.edu,CMPSC132,2,1,78
mr6639@nittany.edu,CMPEN431,1,1,78
mr7087@nittany.edu,CHEM110,2,1,88
mr7087@nittany.edu,ECON102,1,1,61
mr7087@nittany.edu,CHEM111,2,1,78
mr8602@nittany.edu,CMPEN351,2,1,81
mr8602@nittany.edu,EE212,1,1,76
mr8602@nittany.edu,MATH231,2,1,90
mr9406@nittany.edu,CMPEN411,2,1,95
mr9406@nittany.edu,EE212,1,1,78
mr9406@nittany.edu,PHYS211,1,1,70
ms1481@nittany.edu,ECON101,2,1,81
ms1481@nittany.edu,EE320,1,1,88
ms2255@nittany.edu,MATH141,2,1,100
ms2255@nittany.edu,CMPEN411,2,1,76
ms2255@nittany.edu,STAT319,1,1,80
ms2404@nittany.edu,STAT415,2,1,68
ms2404@nittany.edu,CMPEN411,1,1,81
ms2404@nittany.edu,CMPSC311,2,1,98
ms2737@nittany.edu,DS120,2,1,61
ms2737@nittany.edu,CHEM110,2,1,89
ms2737@nittany.edu,CMPSC475,2,1,60
ms6173@nittany.edu,MATH141,2,1,87
ms6173@nittany.edu,CMPSC311,2,1,86
ms6173@nittany.edu,PHYS212,1,1,98
ms6765@nittany.edu,CHEM112,1,1,61
ms6765@nittany.edu,EE212,2,1,91
ms6799@nittany.edu,PHYS214,2,1,81
ms6799@nittany.edu,CMPSC431W,2,1,89
ms6799@nittany.edu,CMPEN441,2,1,93
ms6805@nittany.edu,STAT318,2,1,86
ms6805@nittany.edu,CHEM112,1,1,60
ms6805@nittany.edu,CMPEN431,1,1,63
ms7605@nittany.edu,MATH140,2,1,68
ms7605@nittany.edu,CMPSC448,2,1,82
ms7605@nittany.edu,CMPEN351,2,1,84
ms9362@nittany.edu,ECON101,1,1,91
ms9362@nittany.edu,EE210,2,1,69
ms9362@nittany.edu,EE353,2,1,80
ms9882@nittany.edu,CMPEN331,2,1,73
ms9882@nittany.edu,EE352,1,1,74
mt1262@nittany.edu,CHEM110,2,1,62
mt1262@nittany.edu,STAT319,1,1,74
mt1262@nittany.edu,EE320,1,1,94
mt1283@nittany.edu,STAT415,2,1,81
mt1283@nittany.edu,CMPSC431W,2,1,98
mt1283@nittany.edu,CMPSC131,1,1,76
mt2086@nittany.edu,CMPEN362,1,1,95
mt2086@nittany.edu,PHYS213,1,1,63
mt2086@nittany.edu,CMPSC360,1,1,65
mt2330@nittany.edu,EE211,2,1,79
mt2330@nittany.edu,EE352,2,1,99
mt2330@nittany.edu,EE210,1,1,75
mt2801@nittany.edu,EE210,1,1,95
mt2801@nittany.edu,STAT319,1,1,62
mt2801@nittany.edu,STAT415,1,1,75
mt3151@nittany.edu,CHEM111,2,1,61
mt3151@nittany.edu,STAT318,1,1,65
mt3151@nittany.edu,CHEM110,1,1,71
mt3231@nittany.edu,CMPSC475,2,1,83
mt3231@nittany.edu,CMPSC132,2,1,73
mt4811@nittany.edu,CMPEN431,2,1,60
mt4811@nittany.edu,PHYS214,2,1,73
mt4811@nittany.edu,EE210,1,1,63
mt6337@nittany.edu,ECON201,2,1,87
mt6337@nittany.edu,CHEM112,2,1,84
mt6337@nittany.edu,CMPEN331,1,1,100
mt7030@nittany.edu,EE311,2,1,77
mt7030@nittany.edu,CMPEN431,2,1,70
mt7486@nittany.edu,CHEM112,1,1,67
mt7486@nittany.edu,MATH231,1,1,84
mt7486@nittany.edu,DS220,2,1,81
mt7911@nittany.edu,CMPSC465,1,1,82
mt7911@nittany.edu,ECON102,2,1,63
mt7911@nittany.edu,CMPSC132,2,1,100
mt8800@nittany.edu,MATH231,1,1,88
mt8800@nittany.edu,CMPSC360,1,1,77
mt8800@nittany.edu,CMPEN431,2,1,70
mv1311@nittany.edu,CHEM112,1,1,97
mv1311@nittany.edu,EE353,2,1,60
mv1311@nittany.edu,MATH231,2,1,68
mv4275@nittany.edu,CMPSC132,1,1,97
mv4275@nittany.edu,ECON102,1,1,75
mv4275@nittany.edu,PHYS213,2,1,77
mw5114@nittany.edu,EE330,2,1,72
mw5114@nittany.edu,CMPEN431,1,1,92
mw5114@nittany.edu,CMPEN441,1,1,84
mw5391@nittany.edu,CMPSC132,1,1,78
mw5391@nittany.edu,STAT319,1,1,74
mw5391@nittany.edu,CMPEN362,2,1,92
mw6081@nittany.edu,CSE583,2,1,66
mw6081@nittany.edu,STAT319,1,1,92
my3786@nittany.edu,CMPSC311,1,1,83
my3786@nittany.edu,CMPSC465,1,1,86
my3786@nittany.edu,STAT319,1,1,64
my7428@nittany.edu,PHYS213,1,1,99
mz3667@nittany.edu,CHEM110,2,1,73
mz3667@nittany.edu,CSE543,2,1,97
mz3667@nittany.edu,EE330,1,1,98
mz7054@nittany.edu,CMPEN362,1,1,78
mz7054@nittany.edu,CMPSC448,2,1,77
mz7054@nittany.edu,STAT318,2,1,84
mz7312@nittany.edu,CMPSC311,1,1,71
mz7312@nittany.edu,ECON101,1,1,78
mz7312@nittany.edu,CHEM110,1,1,73
na8379@nittany.edu,EE212,2,1,99
na8379@nittany.edu,CMPEN431,2,1,63
na8379@nittany.edu,CMPSC131,1,1,87
nb2686@nittany.edu,CMPEN411,1,1,94
nb2686@nittany.edu,STAT415,1,1,74
nb2686@nittany.edu,CMPEN441,2,1,60
nb4212@nittany.edu,STAT319,2,1,87
nb4212@nittany.edu,CHEM110,2,1,93
nb4212@nittany.edu,EE320,2,1,99
nb5135@nittany.edu,EE330,1,1,85
nb5135@nittany.edu,IST110,1,1,93
nb6183@nittany.edu,CMPSC475,1,1,72
nb6183@nittany.edu,CMPEN331,2,1,75
nb6183@nittany.edu,CSE583,2,1,67
nc8172@nittany.edu,CMPSC131,1,1,85
nc8172@nittany.edu,EE320,2,1,60
nc8172@nittany.edu,PHYS211,2,1,70
nd2615@nittany.edu,EE211,1,1,92
nd2615@nittany.edu,IST110,1,1,72
nd2615@nittany.edu,CHEM112,1,1,85
ne9599@nittany.edu,CHEM112,1,1,80
ne9599@nittany.edu,CSE543,2,1,75
ne9599@nittany.edu,ECON101,2,1,93
nf6339@nittany.edu,STAT319,2,1,74
nf6339@nittany.edu,CMPSC221,1,1,99
nf6339@nittany.edu,EE210,1,1,96
nh2508@nittany.edu,CMPEN362,2,1,78
nh2508@nittany.edu,CMPSC448,2,1,94
nh2508@nittany.edu,CHEM111,2,1,72
nk8056@nittany.edu,EE211,1,1,63
nk8056@nittany.edu,EE210,1,1,81
nl1189@nittany.edu,CMPSC465,2,1,74
nl1189@nittany.edu,EE212,1,1,94
nm3617@nittany.edu,PHYS212,1,1,96
nm3617@nittany.edu,CMPSC475,2,1,99
nm4783@nittany.edu,CMPSC475,2,1,79
nm4783@nittany.edu,CMPEN431,1,1,79
no6118@nittany.edu,CHEM110,2,1,75
no6118@nittany.edu,EE311,2,1,73
no6118@nittany.edu,PHYS214,1,1,98
nr4230@nittany.edu,ECON101,2,1,76
nr4230@nittany.edu,DS120,1,1,77
nr4230@nittany.edu,CMPSC360,2,1,61
ns1210@nittany.edu,CMPEN441,2,1,67
ns1210@nittany.edu,CMPEN351,2,1,83
ns1210@nittany.edu,EE330,2,1,65
ns2358@nittany.edu,CMPSC465,1,1,95
ns2358@nittany.edu,PHYS211,2,1,85
ns2358@nittany.edu,STAT415,2,1,90
ns6501@nittany.edu,CSE543,1,1,60
ns6501@nittany.edu,CMPEN431,1,1,94
nw3340@nittany.edu,CHEM111,1,1,91
nw3340@nittany.edu,CMPEN331,2,1,63
ob6043@nittany.edu,EE311,2,1,78
ob6043@nittany.edu,STAT319,1,1,60
oc3904@nittany.edu,EE330,1,1,85
oc3904@nittany.edu,CMPEN362,1,1,86
oc3904@nittany.edu,CMPSC448,1,1,99
oc9232@nittany.edu,IST128,2,1,79
oc9232@nittany.edu,EE311,2,1,67
oc9232@nittany.edu,MATH141,2,1,82
oc9673@nittany.edu,ECON201,2,1,89
oc9673@nittany.edu,STAT319,1,1,70
og7528@nittany.edu,CMPSC475,1,1,99
og7528@nittany.edu,EE210,1,1,90
og7528@nittany.edu,ECON101,2,1,83
oh8195@nittany.edu,CMPEN351,1,1,98
oh8195@nittany.edu,MATH231,2,1,80
oh8195@nittany.edu,CSE543,1,1,75
oh9599@nittany.edu,EE330,2,1,99
oh9599@nittany.edu,EE352,2,1,97
oh9599@nittany.edu,ECON102,1,1,83
ok5696@nittany.edu,MATH141,2,1,83
ok5696@nittany.edu,CHEM112,2,1,92
ok7520@nittany.edu,STAT319,2,1,82
ok7520@nittany.edu,ECON201,1,1,95
ok8829@nittany.edu,EE210,2,1,81
ok8829@nittany.edu,CSE543,1,1,69
ok8829@nittany.edu,ECON102,1,1,89
ol7450@nittany.edu,CMPEN270,2,1,73
ol7450@nittany.edu,CMPEN411,1,1,92
om9683@nittany.edu,CMPSC221,2,1,86
om9683@nittany.edu,ECON102,2,1,74
om9683@nittany.edu,EE352,1,1,66
or2228@nittany.edu,CMPEN411,2,1,64
or2228@nittany.edu,STAT319,1,1,60
os4077@nittany.edu,CMPSC131,2,1,93
os4077@nittany.edu,EE330,2,1,85
os4077@nittany.edu,MATH141,2,1,90
os7226@nittany.edu,PHYS214,2,1,69
os7226@nittany.edu,CMPSC465,2,1,99
os7226@nittany.edu,CHEM112,2,1,79
ou9392@nittany.edu,MATH141,1,1,84
ou9392@nittany.edu,CMPSC221,1,1,67
ou9392@nittany.edu,CMPEN331,1,1,73
pa6499@nittany.edu,CHEM110,1,1,64
pa6499@nittany.edu,ECON101,1,1,76
pb8346@nittany.edu,CMPEN362,2,1,71
pb8346@nittany.edu,EE320,1,1,84
pb8346@nittany.edu,MATH230,2,1,71
pc8832@nittany.edu,PHYS213,2,1,97
pc8832@nittany.edu,CMPEN270,2,1,97
pc8832@nittany.edu,CMPEN431,2,1,84
pf6936@nittany.edu,IST128,2,1,65
pf6936@nittany.edu,CMPSC465,2,1,67
pf6936@nittany.edu,CMPEN331,1,1,78
ph1773@nittany.edu,STAT318,2,1,71
ph1773@nittany.edu,EE311,2,1,78
ph1773@nittany.edu,DS220,2,1,97
ph3861@nittany.edu,STAT318,1,1,89
ph3861@nittany.edu,CMPEN411,2,1,63
ph3861@nittany.edu,CMPSC431W,2,1,67
ph8799@nittany.edu,EE311,1,1,63
ph8799@nittany.edu,PHYS211,1,1,98
ph8799@nittany.edu,STAT319,2,1,86
pm3642@nittany.edu,CMPSC465,2,1,72
pm3642@nittany.edu,CMPSC431W,2,1,91
pm3642@nittany.edu,CMPSC221,1,1,73
pm4249@nittany.edu,MATH140,1,1,100
pm4249@nittany.edu,CMPEN441,2,1,90
pm4249@nittany.edu,STAT318,1,1,60
po7371@nittany.edu,CMPSC448,1,1,100
po7371@nittany.edu,STAT415,1,1,99
po7371@nittany.edu,MATH230,1,1,69
pp1200@nittany.edu,PHYS211,2,1,63
pp1200@nittany.edu,CMPSC475,1,1,61
pp1292@nittany.edu,CMPSC132,2,1,87
pp1292@nittany.edu,STAT318,1,1,86
pp1292@nittany.edu,ECON102,1,1,69
pp2997@nittany.edu,CMPSC221,1,1,76
pp2997@nittany.edu,MATH140,1,1,97
pr4075@nittany.edu,CMPSC461,1,1,69
pr4075@nittany.edu,STAT415,2,1,65
pr4075@nittany.edu,IST110,2,1,90
ps1087@nittany.edu,EE210,1,1,77
ps1087@nittany.edu,CHEM110,2,1,90
pt3035@nittany.edu,EE211,2,1,61
pw1726@nittany.edu,CMPSC465,2,1,90
pw1726@nittany.edu,EE330,1,1,68
pw7815@nittany.edu,CMPSC475,2,1,94
pw7815@nittany.edu,CMPSC132,1,1,88
pw7815@nittany.edu,CMPEN411,1,1,100
pz6665@nittany.edu,CHEM112,1,1,79
pz6665@nittany.edu,CHEM111,1,1,79
pz6665@nittany.edu,EE212,2,1,79
qj6035@nittany.edu,CMPSC461,1,1,66
qj6035@nittany.edu,PHYS214,1,1,62
qj6035@nittany.edu,CMPSC448,2,1,81
rb1832@nittany.edu,EE320,1,1,76
rb1832@nittany.edu,DS120,2,1,86
rb1832@nittany.edu,ECON101,2,1,92
rb2832@nittany.edu,CMPSC132,1,1,93
rb2832@nittany.edu,CMPEN362,1,1,79
rb2832@nittany.edu,ECON102,2,1,71
rb4971@nittany.edu,CMPEN351,1,1,98
rb4971@nittany.edu,STAT415,2,1,80
rb4971@nittany.edu,ECON102,1,1,80
rb6281@nittany.edu,EE210,1,1,89
rb6281@nittany.edu,EE212,2,1,88
rb6281@nittany.edu,CMPEN270,2,1,65
rb9779@nittany.edu,PHYS214,2,1,86
rb9779@nittany.edu,CMPEN431,1,1,81
rb9779@nittany.edu,EE210,1,1,65
rc5324@nittany.edu,CSE543,1,1,90
rc5324@nittany.edu,DS120,2,1,88
rc5324@nittany.edu,CMPSC311,1,1,94
rc6428@nittany.edu,EE212,2,1,81
rc6428@nittany.edu,CMPSC465,1,1,72
rc6428@nittany.edu,EE353,1,1,89
rf1538@nittany.edu,ECON201,2,1,95
rf1538@nittany.edu,PHYS214,2,1,64
rf1538@nittany.edu,CMPSC221,1,1,69
rf1782@nittany.edu,PHYS213,2,1,93
rf1782@nittany.edu,MATH231,1,1,95
rf1782@nittany.edu,EE320,2,1,84
rf1975@nittany.edu,CMPSC311,1,1,65
rf1975@nittany.edu,EE311,1,1,64
rf1975@nittany.edu,STAT318,1,1,74
rf2661@nittany.edu,CMPSC221,2,1,78
rf2661@nittany.edu,PHYS211,1,1,69
rh1754@nittany.edu,EE211,1,1,63
rh1754@nittany.edu,CHEM111,1,1,63
rh1754@nittany.edu,CMPSC360,1,1,60
rh2046@nittany.edu,DS120,2,1,69
rh2046@nittany.edu,ECON201,1,1,61
rh2046@nittany.edu,CMPSC465,1,1,89
rh4718@nittany.edu,CMPEN441,2,1,95
rh4718@nittany.edu,PHYS213,1,1,94
rh4718@nittany.edu,CSE543,2,1,77
rh6801@nittany.edu,EE353,2,1,94
rh6801@nittany.edu,CSE583,1,1,97
rh9618@nittany.edu,EE352,1,1,72
rh9618@nittany.edu,CMPEN441,2,1,95
rk2653@nittany.edu,CMPEN411,2,1,88
rk2653@nittany.edu,STAT318,1,1,98
rk2653@nittany.edu,STAT319,2,1,61
rk8121@nittany.edu,EE320,2,1,100
rk8121@nittany.edu,CMPSC132,2,1,74
rk8121@nittany.edu,CMPSC448,1,1,74
rl4225@nittany.edu,CMPEN362,2,1,63
rl4225@nittany.edu,CMPEN351,1,1,81
rl4225@nittany.edu,ECON201,2,1,87
rl7115@nittany.edu,IST110,2,1,63
rl7115@nittany.edu,CMPSC132,2,1,64
rl7115@nittany.edu,CMPEN331,1,1,86
rm1496@nittany.edu,CMPSC465,2,1,93
rm1496@nittany.edu,DS220,2,1,61
rm8553@nittany.edu,CMPSC311,2,1,92
rm8553@nittany.edu,IST128,2,1,92
rm8553@nittany.edu,CMPSC431W,1,1,83
rm8585@nittany.edu,EE311,1,1,94
rm8585@nittany.edu,MATH141,1,1,68
ro9937@nittany.edu,ECON102,1,1,96
ro9937@nittany.edu,CMPSC475,2,1,89
ro9937@nittany.edu,PHYS213,2,1,63
rq8420@nittany.edu,CMPEN362,1,1,65
rq8420@nittany.edu,MATH141,2,1,84
rq8420@nittany.edu,PHYS212,2,1,69
